,archive_dict,category_dict,click_num,comments_num,creation_num,description,fan_num,like_num,rank,score,url
1373,"[{'2018年11月': '2篇', '2018年10月': '5篇', '2018年9月': '15篇', '2018年7月': '2篇', '2018年6月': '1篇', '2018年5月': '1篇', '2018年3月': '1篇', '2018年2月': '7篇', '2018年1月': '4篇', '2017年12月': '4篇', '2017年11月': '13篇', '2017年10月': '4篇', '2017年9月': '2篇', '2017年8月': '24篇', '2017年7月': '46篇', '2017年6月': '6篇', '2017年5月': '9篇', '2017年4月': '8篇', '2017年3月': '8篇', '2017年2月': '31篇', '2017年1月': '20篇', '2016年12月': '18篇', '2016年11月': '42篇', '2016年10月': '70篇', '2016年9月': '118篇', '2016年8月': '143篇', '2016年7月': '56篇', '2016年6月': '68篇', '2016年5月': '107篇', '2016年4月': '226篇', '2016年3月': '78篇', '2016年2月': '3篇', '2016年1月': '9篇', '2015年12月': '37篇', '2015年11月': '46篇', '2015年10月': '50篇', '2015年9月': '19篇', '2015年8月': '15篇', '2015年7月': '13篇', '2015年6月': '27篇', '2015年5月': '12篇', '2015年4月': '12篇', '2015年3月': '103篇', '2015年2月': '18篇', '2015年1月': '18篇'}]","[{'并行计算专题': '9篇', '数字图像处理专题': '31篇', '视频处理专题': '9篇', 'OpenCV专题': '71篇', 'DeepID专题': '7篇', 'ImageSearch': '28篇', 'ImageProcess': '107篇', 'AuidoProcess': '4篇', 'AudioFeature': '1篇', 'DeepLearning': '177篇', '相机标定畸变校正': '19篇', '机器学习': '91篇', 'FFMpeg': '15篇', 'ObjectDetect': '37篇', '人脸检测': '45篇', '人脸识别': '42篇', '皮肤检测': '5篇', '性别识别': '1篇', 'C++': '39篇', 'C': '36篇', 'Shell': '26篇', 'OCR文字识别': '5篇', '实用工具': '45篇', 'CUDA': '11篇', 'system': '17篇', 'GearMan': '3篇', 'WSGI': '2篇', 'Python': '16篇', 'CGI': '1篇', '3D投影': '1篇', 'GPU显卡': '4篇', 'glibc': '4篇', '手机卡': '1篇', '分布式': '1篇', 'zookeeper': '2篇', '互联网': '4篇', '条形码': '1篇', '二维码': '2篇', '图像特征': '26篇', '图像去雾': '8篇', '图像边缘检测': '3篇', '距离度量': '3篇', '图像分析': '2篇', '概率论知识': '12篇', 'URL': '26篇', '图像模糊': '6篇', '数学知识': '18篇', 'TF-IDF': '3篇', 'face morphing': '1篇', 'Caffe': '41篇', '硬盘维修': '1篇', '汇编': '1篇', '代码管理': '1篇', 'ZMQ': '4篇', '立体匹配': '9篇', 'SpeechRecognition': '3篇', 'AudioSearch': '2篇', 'TextSearch': '5篇', 'SearchEngineSoftware': '2篇', '自动摘要': '5篇', 'Redis 数据库': '11篇', 'NoSQL': '2篇', 'MongoDB': '5篇', 'H265': '2篇', '管理': '2篇', '编解码知识': '31篇', '日志库': '1篇', 'Centos': '2篇', '数据库': '9篇', 'Makefile': '4篇', '流媒体': '37篇', '自然语言处理': '6篇', '数据挖掘': '3篇', '推荐系统': '24篇', 'valgrind': '1篇', 'inotify': '1篇', 'SQLite': '1篇', 'GPUImage': '11篇', 'WebP': '4篇', '图像滤镜': '38篇', '颜色空间': '7篇', '数据结构': '1篇', '图像拼接': '23篇', 'Charles': '1篇', '排序算法': '7篇', 'GLSL': '13篇', 'Android': '4篇', 'Spark': '4篇', 's-plus': '1篇', 'KNN': '4篇', 'RANSAC': '1篇', '垃圾文本过滤': '4篇', 'IOS': '4篇', '图像分割': '6篇', 'ImageNet': '3篇', '敏感词': '8篇', 'Socket': '6篇', '科研指标': '7篇', 'word2vec': '1篇', '中文分词': '6篇', 'Weka': '1篇', '贝叶斯分类器': '1篇', 'LSTM': '2篇', '图像质量评价': '6篇', '模糊检测': '1篇', 'nginx': '10篇', '图像增强': '3篇', 'SIMD': '6篇', '手背静脉识别': '1篇', '系统设计': '5篇', 'alphago': '2篇', '视频分割': '1篇', 'scala': '1篇', 'Docker': '23篇', 'HDR': '3篇', '虚拟现实': '7篇', '大数据': '3篇', 'TensorFlow': '9篇', 'ADAS_辅助驾驶_自动驾驶': '74篇', '测距': '5篇', '立体视觉': '1篇', 'FFT': '3篇', 'QT': '1篇', 'SSE': '1篇', 'Elasticsearch': '3篇', '服务器架构': '4篇', 'LBS': '13篇', '开源项目': '2篇', '前背景分离': '2篇', 'Windows': '2篇', 'Object-C': '1篇', '魔方': '2篇', '显著图': '2篇', '手势识别': '2篇', '数码相机': '2篇', '词袋模型BOW': '3篇', 'LDA': '1篇', '视频特征': '1篇', '视频音频处理': '4篇', 'Lua': '1篇', '双目立体视觉': '1篇', 'wurenjiashi': '1篇', 'graphics rendering engines': '1篇', 'Git': '22篇', '聊天机器人': '1篇', '色情识别': '2篇', 'FPGA': '1篇', 'RabbitMQ': '1篇', '机器人': '1篇', 'SVM': '1篇', 'ARM': '7篇', '工作生活': '15篇', 'OpenMP': '1篇', 'Face2Face-Reenactment': '5篇', 'Axure': '1篇', '算法': '2篇', '编程': '1篇', 'Paper-论文': '1篇', '安全': '2篇', 'OpenStack': '1篇', 'Linux': '30篇', 'SUSE': '2篇', '汽车': '3篇', 'redmine': '5篇', '语音识别': '3篇', '云直播': '1篇', 'Bundler': '1篇', 'SLAM': '4篇', 'Web系统': '13篇', 'Samba': '6篇', '串口调试': '2篇', '无人驾驶': '2篇', '传感器': '1篇', '计算机病毒': '2篇', '数据加密': '11篇', 'Unity3D': '1篇', 'VR-虚拟现实': '4篇', 'AR-增强现实': '7篇', 'MR-混合现实': '3篇', '行人检测': '5篇', '图像融合': '11篇', 'Eigen': '1篇', '微信开发': '1篇', '图像压缩': '1篇', '相机': '1篇', 'HTML': '2篇', '跟踪算法': '1篇', 'Vi-Vim': '2篇', 'Svn': '1篇', 'Dsp': '1篇', '线性代数': '1篇', '嵌入式': '2篇', '播放器': '10篇', 'V4L': '2篇', 'Matlab': '1篇', 'OpenGL': '1篇', '最强大脑讨论': '3篇', 'Screen': '2篇', 'golang': '21篇', 'NLP': '7篇', 'Kubernetes': '8篇', 'yaml': '3篇', 'Etcd': '7篇', '唯一ID': '1篇', 'traefik': '1篇', 'numpy': '6篇', 'Matplotlib': '1篇', 'kinect': '5篇', '爬虫': '1篇', 'Protobuf': '1篇'}]",['288万+'],['373'],['109'],['图像处理，图像分割，特征提取，机器学习，模式识别，深度学习等'],['1619'],['363'],['250'],['3万+'],https://blog.csdn.net/Real_Myth/
1374,"[{'2018年10月': '3篇', '2018年9月': '1篇', '2018年6月': '1篇'}]","[{'前端': '1篇', 'python': '1篇', '机器学习': '1篇'}]",['841'],['0'],['5'],[''],['5'],['1'],['173万+'],['58'],https://blog.csdn.net/qq_42514453/
1375,"[{'2017年8月': '1篇', '2017年5月': '3篇', '2016年11月': '2篇', '2016年10月': '15篇', '2016年8月': '1篇', '2016年7月': '1篇', '2016年2月': '2篇', '2014年12月': '21篇', '2014年11月': '6篇', '2014年9月': '2篇', '2014年7月': '1篇', '2014年5月': '3篇', '2014年3月': '4篇', '2014年1月': '4篇', '2013年12月': '2篇', '2013年11月': '5篇', '2013年10月': '20篇', '2013年9月': '8篇', '2013年8月': '3篇', '2013年5月': '7篇', '2011年4月': '1篇', '2010年11月': '1篇', '2010年7月': '3篇', '2010年6月': '1篇'}]","[{'linux': '7篇', '计算机网络': '4篇', '软件安装配置': '14篇', 'Nutch开发': '1篇', 'Hbase开发': '4篇', 'struts开发': '1篇', 'hive开发': '3篇', 'hadoop': '19篇', 'maven': '1篇', 'shell': '3篇', '数据挖掘与机器学习_theory': '2篇', 'Sencha Touch权威指南（初学实践）': '6篇', 'Heritrix': '1篇', 'Heritrix 定时任务 抓取规则 健康网页': '1篇', 'java': '16篇', '项目总结': '4篇', 'netty': '9篇', 'Zookeeper': '9篇', 'scala': '2篇', '广告学': '3篇', '大数据平台': '3篇', '数据仓库': '5篇'}]",['25万+'],['31'],['90'],[''],['27'],['15'],['1万+'],['3125'],https://blog.csdn.net/lzlchangqi/
1376,"[{'2018年7月': '1篇', '2018年6月': '1篇', '2018年4月': '3篇', '2018年3月': '9篇', '2018年2月': '24篇', '2018年1月': '4篇', '2017年12月': '8篇', '2017年11月': '8篇', '2017年10月': '5篇', '2017年9月': '9篇', '2017年8月': '11篇', '2017年7月': '10篇', '2017年6月': '3篇', '2017年5月': '3篇', '2017年4月': '9篇', '2017年3月': '23篇', '2017年2月': '6篇', '2016年12月': '2篇', '2016年11月': '8篇'}]","[{'指针': '2篇', 'STL': '7篇', '数学': '5篇', '最短路': '2篇', 'dp': '3篇', 'acm 题集方向': '3篇', '水题': '5篇', '二分': '2篇', 'acm入门': '10篇', '矩阵快速幂': '2篇', '蓝桥杯官网试题集': '3篇', '数据结构': '7篇', '字符串': '2篇', 'c++': '7篇', 'js': '16篇', 'ios': '2篇', 'github': '3篇', 'jsp': '6篇', 'mysql': '1篇', 'spring': '2篇', '前端': '22篇', 'python': '10篇', '机器学习': '2篇', 'node.js': '4篇', 'MongoDB': '2篇', 'Linux': '5篇', 'redis': '1篇', '操作系统': '1篇', '--------------电脑维修------------': '1篇', '个人感受（无关紧要）': '7篇'}]",['6万+'],['14'],['110'],[''],['22'],['8'],['3万+'],['1763'],https://blog.csdn.net/jikexueyuan5555/
1377,"[{'2018年9月': '1篇', '2017年4月': '1篇', '2017年2月': '1篇', '2016年12月': '6篇'}]","[{'Python': '1篇', '研究生': '8篇'}]",['1万+'],['4'],['7'],[''],['8'],['7'],['35万+'],['240'],https://blog.csdn.net/a2011feifeifei/
1378,"[{'2018年11月': '1篇', '2018年10月': '2篇', '2018年9月': '10篇', '2018年4月': '1篇', '2018年3月': '14篇', '2018年1月': '6篇', '2017年12月': '7篇', '2017年11月': '1篇', '2017年10月': '1篇', '2017年8月': '5篇', '2017年7月': '9篇', '2017年6月': '7篇', '2017年5月': '9篇', '2017年4月': '19篇'}]","[{'机器学习': '13篇', 'python': '20篇', 'matlab': '2篇', '图像处理': '5篇', 'opencv': '2篇', 'opencv特别资料': '2篇', 'opencv快速入门': '3篇', '搭建平台-软件安装': '8篇', '深度学习-常见问题': '2篇', '神经网络': '11篇', '算法': '3篇'}]",['11万+'],['46'],['81'],['我踩过的坑、你就不用踩了'],['70'],['42'],['2万+'],['1957'],https://blog.csdn.net/sinat_36458870/
1379,"[{'2018年10月': '1篇', '2018年7月': '1篇', '2018年5月': '21篇', '2018年3月': '18篇', '2018年2月': '1篇', '2018年1月': '11篇', '2017年12月': '1篇', '2017年11月': '14篇', '2017年10月': '29篇', '2017年9月': '3篇', '2017年5月': '3篇', '2017年4月': '3篇', '2017年1月': '1篇'}]","[{'PS': '2篇', 'python-learning': '45篇', 'statistic-knowledge': '2篇', 'machine_learning': '14篇', 'endnote-x7': '2篇', 'adobe-illustrator-cs6': '1篇', 'eclipse': '2篇', 'matlab小程序下载': '1篇', '西瓜书': '10篇', 'matlab': '5篇', '数字图像处理': '11篇', 'neural network': '20篇', 'linux': '6篇', 'tensorflow': '5篇'}]",['4万+'],['6'],['36'],['chemistry-master'],['8'],['13'],['6万+'],['936'],https://blog.csdn.net/liukai2918/
1380,[{'2018年9月': '1篇'}],[{'机器学习科普': '1篇'}],['46'],['0'],['1'],[''],['3'],['1'],['248万+'],['11'],https://blog.csdn.net/qujiaming5056/
1381,"[{'2018年11月': '6篇', '2018年10月': '37篇', '2018年8月': '3篇', '2016年7月': '1篇'}]","[{'LeetCode题目': '26篇', '机器学习': '15篇', '碎碎念': '2篇', '开源许可证': '1篇', '分布式系统': '1篇'}]",['2248'],['0'],['44'],[''],['2'],['0'],['12万+'],['455'],https://blog.csdn.net/qq_28266311/
1382,"[{'2017年11月': '7篇', '2017年9月': '9篇'}]","[{'数据结构与算法': '3篇', '机器学习': '4篇', 'python': '2篇', 'linux': '3篇', 'java': '4篇'}]",['8023'],['2'],['13'],['热爱技术，学无止境'],['3'],['0'],['35万+'],['235'],https://blog.csdn.net/itJed/
1383,"[{'2018年11月': '11篇', '2018年10月': '22篇', '2018年9月': '20篇', '2018年8月': '14篇', '2018年7月': '25篇', '2018年6月': '9篇', '2018年5月': '13篇', '2018年4月': '14篇', '2018年3月': '8篇', '2018年2月': '3篇', '2017年11月': '2篇', '2017年10月': '1篇', '2017年8月': '12篇', '2017年7月': '3篇', '2017年3月': '6篇', '2017年2月': '1篇', '2017年1月': '1篇', '2016年5月': '7篇', '2016年4月': '19篇', '2016年3月': '9篇'}]","[{'Java学习': '26篇', '简单排序': '2篇', '九度': '7篇', '排序': '3篇', 'C++学习': '23篇', 'vector': '1篇', 'JavaScript': '3篇', 'STL学习': '1篇', 'BUPT OJ': '2篇', 'spring mvc': '2篇', 'Http': '1篇', 'easyUI': '3篇', 'kindeditor': '5篇', '机器学习': '2篇', 'python': '4篇', 'LeetCode': '112篇', '字符串处理': '32篇', '进制转化': '2篇', '树的处理': '2篇', '图': '1篇', '数组': '46篇', 'dp': '3篇'}]",['2万+'],['2'],['156'],[''],['4'],['4'],['3万+'],['1848'],https://blog.csdn.net/dxx707099957/
1384,"[{'2016年1月': '3篇', '2015年10月': '3篇', '2014年12月': '1篇', '2014年11月': '4篇'}]","[{'javascript': '2篇', '转发': '2篇'}]",['7210'],['0'],['3'],[''],['0'],['0'],['123万+'],['130'],https://blog.csdn.net/u011244942/
1385,"[{'2018年11月': '1篇', '2018年4月': '2篇', '2018年3月': '5篇', '2018年1月': '1篇', '2017年11月': '3篇', '2017年9月': '1篇', '2017年6月': '1篇', '2017年5月': '3篇'}]","[{'Python': '3篇', 'Matlab': '1篇', '机器学习': '12篇', 'ubuntu': '1篇', '线性分类器': '1篇', 'hadoop': '2篇', '统计学习': '2篇', 'numpy': '1篇', 'pandas': '1篇'}]",['6430'],['2'],['9'],[''],['2'],['1'],['107万+'],['179'],https://blog.csdn.net/u012123197/
1386,['null'],['null'],[],[],[],[],[],[],[],[],https://blog.csdn.net/qq_34420188/
1387,"[{'2018年10月': '10篇', '2018年4月': '3篇', '2018年2月': '3篇', '2018年1月': '3篇', '2017年11月': '4篇', '2017年10月': '8篇', '2017年9月': '10篇', '2017年8月': '7篇', '2017年4月': '3篇', '2017年3月': '8篇', '2016年10月': '1篇'}]","[{'企业思考': '4篇', '机器学习&数据挖掘': '12篇', '思想和方法论': '7篇', '人工智能': '1篇', '编程语言': '3篇', '阅读思考': '7篇', '大数据风控': '1篇', 'Mac系统': '4篇', '研发管理': '1篇', '互联网金融': '1篇', '研发工具': '3篇', 'mysql': '3篇', 'sparksql': '1篇', 'spark': '1篇', 'scala': '1篇', 'shell': '4篇', 'yarn': '2篇', '大数据': '1篇', 'sqoop': '2篇', 'Computer System': '5篇', 'hive': '1篇', '数据库': '1篇', '数据结构与算法': '1篇'}]",['3万+'],['14'],['56'],['滴水石穿 海纳百川'],['11'],['16'],['6万+'],['914'],https://blog.csdn.net/u010978815/
1388,"[{'2018年11月': '31篇', '2018年10月': '49篇', '2018年9月': '52篇', '2018年8月': '54篇', '2018年7月': '55篇', '2018年6月': '39篇', '2018年5月': '35篇', '2018年4月': '48篇', '2018年3月': '46篇', '2018年2月': '43篇', '2018年1月': '37篇', '2017年12月': '22篇'}]",['null'],['9万+'],['77'],['57'],['云栖社区是由阿里云负责运营、阿里巴巴技术协会和阿里巴巴集团各技术团队提供内容支持的开放式技术社区。...'],['100'],['80'],['5万+'],['1046'],https://blog.csdn.net/eo63y6pKI42Ilxr/
1389,"[{'2018年11月': '2篇', '2018年10月': '4篇', '2018年9月': '15篇', '2018年8月': '24篇', '2018年7月': '14篇', '2018年6月': '33篇', '2018年5月': '21篇', '2018年4月': '1篇', '2018年3月': '12篇', '2018年1月': '24篇', '2017年12月': '13篇', '2017年11月': '36篇', '2017年10月': '8篇', '2017年6月': '1篇', '2017年4月': '1篇', '2017年1月': '1篇', '2016年12月': '2篇', '2016年3月': '1篇'}]","[{'matlab': '4篇', 'matlab函数': '2篇', 'C++': '82篇', 'opencv学习': '19篇', 'Qt': '39篇', 'cuda': '3篇', '机器学习': '13篇', '算法学习': '2篇', 'DeepLearning': '23篇', 'python': '25篇', 'ubuntu': '8篇'}]",['13万+'],['23'],['55'],[''],['39'],['25'],['2万+'],['2317'],https://blog.csdn.net/qq_33485434/
1390,"[{'2018年9月': '3篇', '2018年8月': '47篇', '2018年7月': '34篇', '2018年6月': '16篇', '2018年4月': '1篇'}]","[{'problem': '6篇', '机器学习': '19篇', '面试题目': '16篇', 'C/C++': '37篇', '2014.12': '6篇', 'algorithm': '9篇', '剑指offer': '7篇', 'mapgis': '4篇', 'python': '4篇', '人脸识别': '1篇', 'Effective C++': '7篇', '月度总结': '2篇', '我的offer之路': '2篇', 'operation system': '3篇', 'design patterns': '1篇', 'STL': '1篇', 'data structure': '1篇', 'news': '1篇', 'machine learning': '2篇', 'neural style': '3篇', 'Linux': '6篇', 'tensorflow': '2篇', '谷歌机器学习速成课程': '7篇', 'github': '1篇', 'Machine Learning is Fun!': '1篇'}]",['1万+'],['9'],['52'],['正在找工作的超low菜鸟'],['9'],['8'],['9万+'],['665'],https://blog.csdn.net/weixin_41042404/
1391,"[{'2018年11月': '2篇', '2018年10月': '3篇', '2018年1月': '5篇'}]","[{'Deeplearning': '4篇', '搭建博客': '1篇', '实用技术': '2篇', '机器学习': '1篇', 'java': '2篇'}]",['738'],['0'],['5'],[''],['0'],['1'],['167万+'],['65'],https://blog.csdn.net/ccccccod/
1392,"[{'2018年7月': '1篇', '2018年6月': '1篇', '2018年4月': '4篇', '2018年3月': '7篇', '2018年2月': '1篇', '2017年10月': '1篇', '2017年9月': '1篇', '2017年8月': '5篇', '2017年7月': '1篇', '2017年6月': '4篇', '2017年5月': '1篇', '2017年4月': '1篇', '2017年3月': '4篇', '2017年2月': '4篇', '2017年1月': '2篇', '2016年12月': '1篇', '2016年11月': '2篇', '2016年10月': '4篇', '2016年9月': '1篇', '2016年7月': '6篇', '2016年6月': '6篇', '2016年5月': '3篇', '2016年4月': '9篇', '2016年3月': '3篇', '2016年1月': '2篇', '2015年12月': '6篇', '2015年11月': '7篇', '2015年10月': '5篇', '2015年9月': '4篇', '2015年8月': '3篇', '2015年6月': '4篇', '2015年5月': '7篇', '2015年4月': '6篇', '2015年3月': '8篇', '2015年1月': '3篇', '2014年11月': '6篇', '2014年10月': '8篇', '2014年7月': '3篇', '2014年6月': '13篇', '2014年5月': '10篇', '2014年4月': '2篇', '2014年1月': '1篇'}]","[{'Machine Learning': '61篇', 'Deep Learning': '16篇', 'Optimization Algorithm': '16篇', '论文与材料的学习笔记': '28篇', 'Computational Advertising': '3篇', 'NLP': '4篇', 'Recommender System': '5篇', 'Data Structure & Algorithm': '25篇', '设计模式': '1篇', 'Hadoop': '4篇', 'Python': '14篇', 'C/C++': '8篇', 'Matlab技巧': '2篇', 'Spark': '1篇', 'Linux': '3篇', 'PHP': '2篇', 'Web Spider': '1篇'}]",['247万+'],['784'],['169'],"[""Keep your eyes open and your feet moving forward. You'll find what you need.""]",['3269'],['693'],['1355'],['1万+'],https://blog.csdn.net/google19890102/
1393,"[{'2015年9月': '2篇', '2015年8月': '14篇', '2015年7月': '8篇'}]","[{'机器学习': '23篇', 'C++': '1篇', '算法': '1篇'}]",['14万+'],['17'],['20'],['keep red and win title'],['36'],['5'],['4万+'],['1378'],https://blog.csdn.net/keepreder/
1394,"[{'2018年3月': '3篇', '2018年2月': '7篇', '2018年1月': '3篇', '2017年12月': '6篇', '2017年11月': '2篇', '2017年10月': '8篇', '2017年9月': '8篇', '2017年8月': '2篇', '2017年2月': '3篇'}]","[{'Network Protocol': '16篇', 'Reading': '3篇', 'Operating System': '4篇', 'Artificial Intelligence': '3篇', 'Cloud Storage': '2篇', 'Data Structure & Algorithm': '4篇', 'Linux Kernel': '8篇', 'Virtualization': '1篇', 'Information Security': '3篇', 'Web': '1篇', 'Linux C/C++': '1篇'}]",['1万+'],['2'],['2'],['技术分享和交流，其它也不拒绝哟！'],['9'],['11'],['30万+'],['283'],https://blog.csdn.net/ZhipingXi/
1395,"[{'2018年8月': '1篇', '2018年7月': '2篇', '2018年5月': '2篇', '2018年4月': '3篇', '2018年3月': '7篇', '2017年12月': '8篇', '2017年11月': '11篇', '2017年10月': '5篇', '2017年9月': '25篇', '2017年8月': '7篇'}]","[{'opencv': '30篇', '图像处理': '11篇', 'CSDN人生': '8篇', 'Qt': '5篇', 'Kinect': '1篇', 'c++': '15篇', '机器学习': '8篇', 'java神经网络框架neuroph': '1篇', '剑指Offer': '2篇', 'python爬虫': '1篇'}]",['15万+'],['91'],['56'],['青山不在欢颜笑，直挂云帆济沧海，吾道从此不孤行'],['126'],['83'],['3万+'],['1888'],https://blog.csdn.net/qq_37059483/
1396,"[{'2018年5月': '33篇', '2018年4月': '183篇', '2018年3月': '135篇', '2018年2月': '110篇', '2018年1月': '176篇', '2017年12月': '144篇', '2017年11月': '112篇', '2017年10月': '1篇', '2017年1月': '2篇', '2016年12月': '6篇', '2016年8月': '2篇'}]",['null'],['82万+'],['216'],['70'],"[' 用新一代技术+商业操作系统(AI-CPS OS:云计算+大数据+物联网+区块链+人工智能),在场景中构建状态感知-实时分析-自主决策-精准执行-学习提升的认知计算和机器智能...']",['558'],['188'],['3053'],['9174'],https://blog.csdn.net/np4rhi455vg29y2/
1397,"[{'2018年10月': '4篇', '2018年9月': '2篇', '2018年8月': '2篇', '2018年7月': '3篇', '2018年6月': '1篇', '2018年5月': '1篇', '2018年3月': '2篇', '2016年5月': '1篇', '2015年11月': '2篇', '2015年8月': '3篇', '2015年7月': '5篇', '2015年6月': '2篇', '2015年5月': '3篇', '2015年4月': '6篇'}]","[{'C/C++': '6篇', 'HTML5': '5篇', '网络编程': '4篇', '系统管理': '3篇', 'Makefile': '1篇', 'HBase': '3篇', '数据库': '4篇', 'Kafka': '2篇', '生活': '2篇', 'Spark': '2篇', '算法': '1篇', '搜索网站': '1篇', 'zookeeper': '1篇', 'docker': '1篇'}]",['1万+'],['17'],['37'],['要么不做，要做就做到最好！'],['1'],"['37', '14']",['11万+'],['538'],https://blog.csdn.net/a544258023/
1398,"[{'2018年9月': '1篇', '2018年8月': '12篇', '2018年7月': '2篇', '2018年6月': '14篇', '2018年5月': '2篇', '2017年12月': '1篇'}]","[{'机器学习': '9篇', '深度学习': '1篇', 'Python数据分析': '5篇', 'Anaconda': '1篇', 'Python': '8篇', 'Java': '5篇', 'Pydev': '1篇', 'pandas': '1篇'}]",['3491'],['1'],['20'],[''],['2'],['2'],['35万+'],['240'],https://blog.csdn.net/poyue8754/
1399,"[{'2017年1月': '1篇', '2016年8月': '1篇', '2016年7月': '1篇', '2016年6月': '3篇', '2016年5月': '4篇', '2016年1月': '3篇', '2015年12月': '4篇', '2015年11月': '1篇', '2015年5月': '2篇', '2015年4月': '1篇', '2015年3月': '2篇', '2015年1月': '1篇', '2014年12月': '3篇', '2014年11月': '2篇', '2014年10月': '3篇', '2014年9月': '1篇'}]","[{'算法': '2篇', 'Java技术': '10篇', '工程技术': '2篇', '大数据和数据挖掘': '2篇', 'Unix和Linux': '1篇', '计算机概念知识': '3篇', '杂乱思绪—其他': '2篇', 'Python技术': '2篇'}]",['2万+'],['3'],['1'],['我不是码农，我只是想建造一大厦'],['2'],['3'],['25万+'],['342'],https://blog.csdn.net/f525921307/
1400,"[{'2018年10月': '4篇', '2018年9月': '1篇', '2018年8月': '1篇', '2018年7月': '12篇', '2018年6月': '2篇', '2018年5月': '9篇', '2018年4月': '12篇', '2018年3月': '5篇', '2018年1月': '3篇', '2017年12月': '4篇', '2017年11月': '3篇', '2017年10月': '11篇', '2017年9月': '18篇', '2017年8月': '12篇', '2017年7月': '22篇', '2017年5月': '2篇', '2016年11月': '2篇', '2016年10月': '1篇', '2016年9月': '3篇', '2016年6月': '3篇', '2016年5月': '12篇', '2016年4月': '33篇', '2016年2月': '5篇', '2016年1月': '3篇', '2015年1月': '1篇', '2014年12月': '2篇', '2014年11月': '1篇', '2014年10月': '2篇'}]","[{'linux程序设计学习': '4篇', '杂想杂念': '4篇', '杂技': '29篇', 'C语言学习': '7篇', '数据结构（C语言）': '15篇', 'UCOSIII学习': '12篇', 'C++语言学习': '1篇', 'Java设计模式': '5篇', '大数据': '54篇', 'KYLIN': '5篇', '时空轨迹挖掘': '2篇', '机器学习': '22篇', '机器学习面试题集': '2篇', '笔试题集锦': '4篇', '算法面试必备': '14篇', '数据竞赛': '1篇'}]",['12万+'],['12'],['99'],[''],['22'],['14'],['2万+'],['2307'],https://blog.csdn.net/u013385925/
1401,"[{'2018年11月': '3篇', '2018年10月': '4篇', '2018年6月': '1篇', '2018年3月': '2篇', '2017年12月': '3篇', '2017年2月': '1篇', '2016年1月': '1篇', '2015年12月': '1篇', '2015年9月': '11篇', '2015年8月': '2篇', '2013年3月': '4篇', '2013年2月': '7篇'}]","[{'深度学习': '6篇', '机器学习': '2篇', 'Java': '5篇', '大数据': '2篇', 'SpringCloud': '2篇', 'TensorFlow': '1篇', 'Android': '5篇', 'Linux': '2篇', 'dubbo': '2篇', '数据库': '1篇', 'hadoop': '1篇', 'docker': '1篇', 'Springboot': '1篇'}]",['6万+'],['3'],['24'],[''],['4'],['5'],['11万+'],['541'],https://blog.csdn.net/mozf881/
